istihdam_turu,gelir,fatura_odeme_skoru,kira_gecmis_ay,eticaret_aylik_ciro,kooperatif_uye_ay,sosyal_ag_skoru,geleneksel_onay,fairloan_onay
ev_kadinı,0.0,65,54,929.7100002676586,29,65,0,1
formal,27140.564726425626,74,28,1329.5948362993015,92,79,1,1
ev_kadinı,0.0,83,57,304.1902622431388,19,32,0,1
serbest,13449.345926050311,95,5,3554.549108470363,32,30,0,1
serbest,13321.774614102647,96,13,1962.6744966323151,104,46,0,1
formal,25334.58995313343,88,21,3454.155456730973,107,91,1,1
ev_kadinı,0.0,55,53,801.568404115407,99,77,0,1
serbest,16621.146783436547,85,5,1098.189905027191,85,91,0,1
formal,24887.81519534043,84,25,1139.0091718412434,76,98,1,1
serbest,16089.580357050098,72,38,73.02272299291745,6,48,0,0
serbest,20949.85081101733,71,11,1167.892296978122,7,63,0,1
ev_kadinı,0.0,92,34,4553.076654260378,27,78,0,1
ev_kadinı,0.0,68,13,6372.599842342048,44,76,0,1
ev_kadinı,0.0,77,21,2044.739772718957,106,79,0,1
formal,28821.944185056986,79,50,1702.0932598998584,72,55,1,1
serbest,15667.224569427584,69,22,87.66713595960086,88,85,0,1
serbest,18294.58703268619,76,47,5918.233723611618,119,43,0,1
formal,19353.64243412607,57,6,36.66764514394337,79,54,1,1
formal,25790.67172476064,73,39,8108.487492990829,73,33,1,1
ev_kadinı,0.0,98,49,1881.0651036911097,10,61,0,1
formal,32141.878573798997,88,24,1171.6622365676837,30,94,1,1
serbest,14236.839366126691,89,12,7223.720614996645,11,90,0,1
formal,20185.647321214117,55,20,69.14146547984346,94,49,1,1
formal,21065.600001331226,75,40,2438.5170389319633,77,39,1,1
formal,19096.651331959252,83,9,2229.1873452432396,50,63,1,1
kooperatif,7930.476183744593,60,52,693.253282805432,43,90,0,1
ev_kadinı,0.0,91,54,1568.4730481332529,95,56,0,1
kooperatif,8758.983802819943,55,58,2957.6728296874435,49,69,0,1
serbest,10080.515432874752,55,8,3636.539687113939,116,94,0,1
formal,24070.282502773214,81,14,2.0079241634006433,16,62,1,1
serbest,18157.970108253267,75,51,7734.43089502948,34,97,0,1
serbest,11822.85336948578,70,1,503.31483810327865,0,38,0,0
ev_kadinı,0.0,98,24,744.8714649376391,28,45,0,1
formal,30836.77765638796,94,12,856.2679692078215,50,34,1,1
serbest,16787.772309846583,80,33,107.95085714472164,63,52,0,1
formal,28637.612635308258,70,50,367.66162256506414,3,72,1,0
formal,21039.744507665382,82,57,12023.228314302145,86,86,1,1
ev_kadinı,0.0,55,33,1060.228108007201,27,80,0,1
serbest,17990.838294733156,90,34,343.02213941199955,15,42,0,1
serbest,11178.231348616404,64,37,316.84495425756575,62,53,0,1
serbest,18115.86625292778,97,2,3558.908770055758,75,40,0,1
serbest,15601.43768927736,71,41,5398.543420224993,52,81,0,1
ev_kadinı,0.0,77,55,831.5861021190502,84,46,0,1
ev_kadinı,0.0,61,58,59.167393757151565,108,66,0,1
kooperatif,10606.502439969567,98,5,706.8062097070593,16,42,0,1
ev_kadinı,0.0,61,54,162.89152523570118,39,91,0,1
formal,18709.824274688166,98,47,305.5914399324517,12,37,1,1
ev_kadinı,0.0,69,48,1581.3510967154773,51,85,0,1
serbest,11867.255552031884,88,18,731.5245220787249,57,99,0,1
formal,26687.526982140233,99,2,2031.5639604079925,95,73,1,1
ev_kadinı,0.0,58,17,818.5836231905688,36,89,0,1
formal,19732.433980991096,68,38,7902.7370024780475,113,70,1,1
ev_kadinı,0.0,68,8,6618.820847547878,78,50,0,1
serbest,16621.22202234693,70,51,2342.39559897434,75,71,0,1
ev_kadinı,0.0,61,11,1225.3145100756321,60,58,0,1
ev_kadinı,0.0,86,4,1343.6845063244157,112,94,0,1
ev_kadinı,0.0,73,2,1486.17600177688,78,46,0,1
ev_kadinı,0.0,56,10,3641.1418334405453,33,59,0,1
ev_kadinı,0.0,64,56,1682.3000365490495,69,55,0,1
formal,17847.879870928893,71,29,5440.467042352369,16,82,0,1
serbest,17968.60974433334,91,3,8075.473359022063,111,48,0,1
formal,18453.64508354171,66,4,1146.2977077575363,112,82,1,1
ev_kadinı,0.0,60,0,2303.168464144268,19,46,0,1
serbest,16933.04978187833,76,26,279.67186484114563,72,75,0,1
ev_kadinı,0.0,86,27,626.4440923129423,58,82,0,1
formal,26815.339201407005,95,28,1493.8678826718283,68,93,1,1
formal,20864.52681706691,74,17,646.5960480897246,86,74,1,1
ev_kadinı,0.0,55,11,5857.611331220528,32,78,0,1
formal,26619.11955188127,60,12,482.4828235076348,101,48,1,1
formal,25171.990185001003,73,40,1702.9116625446534,119,94,1,1
formal,21575.211647132677,72,1,2605.795673040907,77,66,1,1
kooperatif,7482.890631847584,60,36,3296.198463537891,16,99,0,1
ev_kadinı,0.0,99,44,1352.396337803288,56,55,0,1
serbest,8130.810079145974,87,15,5693.28057672979,82,31,0,1
formal,25573.425212848622,77,47,2352.1924703496193,96,88,1,1
formal,16958.387528870753,77,23,1621.0317699201537,0,34,0,1
ev_kadinı,0.0,80,34,194.90247199156596,12,66,0,1
ev_kadinı,0.0,67,21,1749.7431494461105,109,60,0,1
formal,24429.048897485885,61,35,4812.9054717994595,26,77,1,1
formal,22814.483027629878,69,10,2669.2973840098807,69,35,1,1
formal,27056.14248947188,98,54,4997.324510905359,58,44,1,1
ev_kadinı,0.0,81,57,1907.476688281261,5,44,0,1
ev_kadinı,0.0,80,45,353.04313856032206,96,90,0,1
formal,22640.79525229561,87,28,38.45442484424307,93,45,1,1
formal,22517.484961438087,69,34,1011.5977366860001,109,49,1,1
formal,27293.41816929733,90,47,3352.430790164924,98,73,1,1
kooperatif,10170.116058168234,99,53,4373.281227247646,22,71,0,1
formal,25422.7018073225,81,14,981.7525123104931,9,75,1,1
ev_kadinı,0.0,59,59,1916.5792286005712,50,63,0,1
ev_kadinı,0.0,56,30,1530.6429158037938,18,93,0,1
serbest,16642.43656432984,87,41,1479.8537881426246,50,58,0,1
formal,17089.925445568024,70,40,736.7300514592962,91,32,0,1
formal,27405.54905994142,77,42,410.51394204272333,86,38,1,1
ev_kadinı,0.0,92,15,613.2358188518315,67,54,0,1
ev_kadinı,0.0,70,9,159.38200826448835,83,71,0,1
ev_kadinı,0.0,68,48,618.2671715778012,82,75,0,1
serbest,17143.640779047608,83,31,25.881764517157816,41,88,0,1
formal,19424.925921405764,80,50,2763.235615024349,90,50,1,1
kooperatif,9011.839052651598,89,1,1064.969789066729,56,51,0,1
ev_kadinı,0.0,69,23,10128.4190282305,97,58,0,1
formal,23823.11720567566,57,22,602.8975244683835,67,92,1,1
kooperatif,9231.006431196534,77,1,1188.280343501418,119,90,0,1
ev_kadinı,0.0,83,37,1240.1748504554282,37,93,0,1
ev_kadinı,0.0,88,30,23.76475489740162,61,98,0,1
ev_kadinı,0.0,87,50,5117.401471450892,6,69,0,1
ev_kadinı,0.0,95,39,91.04891244550139,111,30,0,1
ev_kadinı,0.0,95,25,7885.954896352694,70,94,0,1
formal,25502.369849558407,77,28,6233.675629974451,49,91,1,1
formal,30441.150518240327,61,2,2147.1545310388874,51,83,1,1
ev_kadinı,0.0,57,57,2196.2527031319287,25,89,0,1
formal,28867.950274527728,86,13,2969.889632217708,25,75,1,1
serbest,10407.232822990078,85,24,1370.5214093546035,117,34,0,1
serbest,17177.24496607117,72,47,2917.367931527905,18,51,0,1
serbest,19651.266618373935,97,0,128.2440403224478,8,82,0,1
ev_kadinı,0.0,61,52,155.57656025328123,60,99,0,1
kooperatif,10273.617041378406,95,2,1710.9971049703415,19,61,0,1
formal,28909.41191333685,55,53,2233.472408673746,105,40,1,1
formal,33055.217005653445,68,25,6125.362657396164,108,39,1,1
formal,28606.692957481417,86,17,309.54686724267555,49,68,1,1
ev_kadinı,0.0,60,8,4842.931548484421,79,60,0,1
ev_kadinı,0.0,93,37,660.190316629914,117,41,0,1
formal,25121.88868038778,64,22,1402.8373415988615,80,67,1,1
ev_kadinı,0.0,61,20,1065.8998059409516,21,96,0,1
ev_kadinı,0.0,80,56,1431.0364470259478,12,95,0,1
ev_kadinı,0.0,88,0,456.6857074686053,11,81,0,1
ev_kadinı,0.0,84,20,1960.8762382218836,9,34,0,1
formal,28702.89813338139,90,26,4529.517366259927,64,40,1,1
ev_kadinı,0.0,75,41,1631.1723631299064,95,54,0,1
serbest,15507.107415839118,71,58,1888.7354291511706,29,64,0,1
ev_kadinı,0.0,87,5,5289.024874429458,7,64,0,1
ev_kadinı,0.0,64,54,3428.2449600541922,20,51,0,1
ev_kadinı,0.0,96,43,1887.8606530986574,21,66,0,1
ev_kadinı,0.0,66,35,834.3886383615843,17,84,0,1
formal,24107.5636947823,70,27,6054.121834460687,65,93,1,1
serbest,13770.050175001936,95,44,2409.207729728674,47,49,0,1
kooperatif,12626.826717664217,86,16,699.8144656426911,43,33,0,1
kooperatif,7863.142668115997,69,58,877.8158282616942,8,47,0,1
formal,30895.654761051523,81,39,4550.636599338525,66,80,1,1
formal,26249.38855683167,82,57,126.4189895401059,53,97,1,1
formal,17703.122213391263,71,51,13551.731268705487,25,49,0,1
ev_kadinı,0.0,56,2,391.06586011788676,84,38,0,1
ev_kadinı,0.0,90,11,4451.919501054028,93,55,0,1
formal,25654.421818461396,61,38,1406.035435442022,91,54,1,1
serbest,7649.907223219316,67,11,1897.5585429682121,99,97,0,1
ev_kadinı,0.0,69,1,5951.959340941287,25,70,0,1
ev_kadinı,0.0,79,55,1491.2216905021,33,88,0,1
serbest,17189.278058908625,77,45,2159.0666063385206,7,74,0,1
ev_kadinı,0.0,76,21,141.55783185627263,9,70,0,1
serbest,18098.310190461467,80,22,6.580653810811232,47,67,0,1
formal,21334.39819956576,87,29,786.1629887601637,54,48,1,1
ev_kadinı,0.0,65,4,3195.5227100224297,106,43,0,1
ev_kadinı,0.0,64,8,361.96099617156847,113,50,0,1
ev_kadinı,0.0,79,20,338.15514583598735,53,44,0,1
ev_kadinı,0.0,91,10,1481.934210879157,77,32,0,1
ev_kadinı,0.0,97,4,2922.2515056473353,39,66,0,1
formal,24555.96463180012,92,34,3486.1254488977333,118,75,1,1
serbest,21839.551018126003,95,26,550.3772388935495,14,45,0,1
formal,21724.139830821285,99,48,232.21532099242802,80,43,1,1
formal,19234.9158582453,78,1,7896.13983237733,116,38,1,1
ev_kadinı,0.0,94,23,845.6168433124443,17,36,0,1
kooperatif,12463.326804925196,87,30,5375.111283330336,95,43,0,1
formal,32831.64235738858,71,32,5575.830490570258,101,35,1,1
serbest,15012.934851467466,78,38,4145.972179924092,22,44,0,1
ev_kadinı,0.0,91,29,517.7907602061225,61,81,0,1
formal,28551.583659337604,56,45,4829.5994679388405,45,63,1,1
ev_kadinı,0.0,86,36,4105.983921716002,86,30,0,1
ev_kadinı,0.0,78,50,2542.768434366056,98,98,0,1
ev_kadinı,0.0,63,27,1151.5981791919812,38,49,0,1
formal,30036.641619888964,58,59,852.6024013872778,14,36,1,1
serbest,12401.305186115656,71,30,363.9510312661884,52,36,0,1
ev_kadinı,0.0,71,10,1995.9918409248062,87,79,0,1
ev_kadinı,0.0,84,22,2464.2956018785894,63,31,0,1
formal,21816.123740844592,94,56,1246.7134632638188,62,76,1,1
ev_kadinı,0.0,65,1,1806.115328703993,91,43,0,1
formal,29538.935309196306,75,39,1265.02201027585,79,60,1,1
ev_kadinı,0.0,75,40,2868.4593375082914,15,79,0,1
formal,31582.56425418829,72,26,6482.719944561992,103,90,1,1
kooperatif,10625.76172034871,83,34,501.2876123338401,102,70,0,1
serbest,11920.64976274281,78,1,1344.8698494346645,69,43,0,1
formal,32941.77500264748,64,38,425.1335332354519,65,34,1,1
formal,21610.63095984616,99,36,2745.9020922853133,117,34,1,1
formal,22491.879984728468,71,20,3654.4444928852226,12,93,1,1
ev_kadinı,0.0,72,57,7523.502146812997,107,58,0,1
kooperatif,10184.675668979244,96,4,915.4278671781847,46,34,0,1
serbest,20439.561472501708,74,51,8399.902945419592,8,65,0,1
serbest,17988.915917932783,91,44,182.98663272540318,62,48,0,1
ev_kadinı,0.0,99,20,2586.7909738117974,33,93,0,1
ev_kadinı,0.0,72,28,164.72329403353135,80,51,0,1
ev_kadinı,0.0,71,19,6278.126810530074,90,63,0,1
serbest,16452.029251266686,63,37,2112.9259346351437,28,85,0,1
serbest,16621.509855413373,68,19,3098.7316556279684,36,46,0,1
ev_kadinı,0.0,83,49,4987.5233937158755,42,85,0,1
formal,24195.816008895596,85,24,456.076416608472,85,46,1,1
ev_kadinı,0.0,58,1,110.19665079524107,114,47,0,1
serbest,16953.488300814774,72,56,5910.752260865543,63,74,0,1
ev_kadinı,0.0,74,31,1059.069108463679,23,85,0,1
formal,12616.979650375637,97,25,386.6494421869953,70,79,0,1
ev_kadinı,0.0,98,5,1769.5416275513148,33,87,0,1
serbest,13961.873893255706,63,40,2553.7816155327146,47,47,0,1
ev_kadinı,0.0,67,56,88.088925473516,11,36,0,1
formal,25085.948707125513,69,2,900.031201545013,22,39,1,1
ev_kadinı,0.0,81,32,93.37957914570859,78,98,0,1
ev_kadinı,0.0,69,0,1526.85567980536,96,32,0,1
ev_kadinı,0.0,82,50,6313.29451386253,12,73,0,1
ev_kadinı,0.0,91,4,11352.044965053032,86,99,0,1
ev_kadinı,0.0,73,12,2837.753673121139,101,43,0,1
ev_kadinı,0.0,80,18,493.6537917239353,95,33,0,1
formal,18820.43662371222,80,11,6616.006725635314,44,47,1,1
ev_kadinı,0.0,79,47,2033.311097449614,113,81,0,1
serbest,16352.13161234046,80,24,467.43099726141406,98,67,0,1
formal,23079.879505562454,80,56,7133.135352079964,64,49,1,1
formal,31899.640642419705,82,50,3966.5526624191384,46,73,1,1
formal,31078.588763466854,72,34,3683.873687437711,57,80,1,1
ev_kadinı,0.0,86,11,3458.1489038155564,108,48,0,1
ev_kadinı,0.0,57,29,625.9915701978441,4,97,0,0
ev_kadinı,0.0,56,4,663.5928303867692,76,95,0,1
serbest,13369.68050808643,87,33,3263.936563787889,117,42,0,1
serbest,14472.068009516566,96,21,694.6967268611021,4,91,0,1
formal,23667.235954762233,73,38,1616.8581350283243,59,90,1,1
formal,21967.5323572817,71,12,4265.152053434293,95,59,1,1
serbest,15682.587444098444,98,56,4290.319801136704,114,59,0,1
formal,20587.730690005843,87,46,1690.5984241525741,20,80,1,1
formal,18912.230992781133,66,53,4399.166187512901,23,77,1,1
ev_kadinı,0.0,57,2,5107.212815217119,17,62,0,1
ev_kadinı,0.0,97,59,2977.971015122196,20,48,0,1
kooperatif,10745.422447800538,80,52,726.1030092904136,53,86,0,1
kooperatif,10759.059168443622,89,19,896.6201740030215,9,48,0,1
ev_kadinı,0.0,62,30,1058.6928175263083,23,70,0,1
serbest,12184.894841190027,90,4,347.7831124236169,103,71,0,1
ev_kadinı,0.0,61,23,893.3354805181019,110,81,0,1
ev_kadinı,0.0,90,39,658.3190370659426,84,33,0,1
formal,28029.0994384317,70,53,1701.2040555485435,88,33,1,1
serbest,12789.47794792134,78,32,6694.055207302149,115,34,0,1
ev_kadinı,0.0,55,7,308.9830171363038,59,70,0,1
serbest,15886.078333132935,79,23,3566.9844144119343,56,90,0,1
ev_kadinı,0.0,64,49,3254.878661725648,22,84,0,1
ev_kadinı,0.0,70,19,281.8313439640611,21,42,0,1
formal,27691.54805675605,70,59,7163.553701253059,67,43,1,1
serbest,14882.356023537004,62,15,2353.185377515227,33,89,0,1
formal,26046.334104635105,83,49,1265.9506669611728,119,54,1,1
formal,21676.066602505925,93,51,3955.831047823515,69,73,1,1
formal,23115.900374573564,82,11,833.1434269599993,27,39,1,1
ev_kadinı,0.0,60,12,3311.1949328883193,94,79,0,1
formal,23073.632561038467,70,44,113.45940007802743,98,73,1,1
serbest,12386.975787109164,74,41,5120.887873086052,38,43,0,1
formal,23204.516265978982,70,38,1664.6470010384173,41,44,1,1
kooperatif,6402.763402272507,61,24,2835.0191418884233,22,45,0,1
formal,21789.808137860527,95,45,700.1387912543111,69,31,1,1
serbest,14002.935773206153,68,31,3164.9273442325975,79,59,0,1
ev_kadinı,0.0,97,23,4142.49933256994,1,59,0,1
ev_kadinı,0.0,80,47,1794.686156136129,23,60,0,1
formal,22847.19111377079,80,46,2692.5361884069607,16,49,1,1
ev_kadinı,0.0,68,43,1706.3349417705526,108,78,0,1
serbest,14154.758939452275,61,8,6286.499885999225,64,64,0,1
serbest,14783.825300489549,87,39,1928.9048706333795,69,52,0,1
formal,26157.486831387287,80,49,5163.0607725619975,68,90,1,1
formal,27935.32683359635,99,22,4525.419242582442,108,84,1,1
ev_kadinı,0.0,74,49,1479.7684656891952,59,96,0,1
serbest,12725.821706031065,57,12,732.1285995525105,118,37,0,1
serbest,10788.797006137995,58,59,1458.839870550598,49,69,0,1
ev_kadinı,0.0,80,58,4899.8601311532975,92,88,0,1
ev_kadinı,0.0,65,31,723.2255865333836,11,61,0,1
formal,19310.800144906036,56,49,2081.1127068175942,102,36,1,1
ev_kadinı,0.0,68,14,4593.108646392057,46,31,0,1
formal,21807.586854622827,98,35,1221.2122723409263,66,35,1,1
ev_kadinı,0.0,84,48,2877.862518493617,111,65,0,1
ev_kadinı,0.0,66,4,789.2483248489812,64,61,0,1
kooperatif,8796.157364366982,80,21,324.02868923328424,26,74,0,1
formal,20535.017702111443,98,15,4428.888861998638,47,71,1,1
formal,18167.475010875474,87,40,291.8025538245216,87,82,1,1
formal,21947.456276366152,67,9,886.4936067954212,61,38,1,1
